wiki_text,groundtruth
"[ORG] is the regulatory body responsible for overseeing telecommunications, broadcasting, and other related sectors in the United Kingdom.","['ISP', 'Government']"
"[ORG] is a private railway operator in Tokyo, Japan, and the central firm of the Keio Group (京王グループ, Keiō Gurūpu) that is involved in transport, retail, real estate and other industries.   ","['Transportation', 'Real Estate', 'Retail & Distribution']"
"[ORG] is a software company based in Newbury, Berkshire, England, that focuses on development tools for the COBOL programming language.",['Software']
"[ORG] is a company primarily engaged in data center operations and broadband distribution services. Its headquarters is located in Chiyoda, Tokyo.",['Internet Infrastructure']
"[ORG] is a French company involved in the design, the development and the manufacturing of batteries used in transport, industry and defense. Headquartered in France, it has an international presence.[1][3]   ",['Defense Manufacturer']
"[ORG] is a global web hosting and technology infrastructure company headquartered in Austin, Texas, United States. It provides hosting services to individuals, small to medium-sized businesses, and large corporations with web sites, databases, business applications, and managed web hosting.[1] Hostway Services Inc. merged with Hosting.com in January 2019.[2]  The merged company rebranded to Ntirety in September 2019.[3]   ",['Internet Infrastructure']
"[ORG] is the leading national public health [ORG]. It is a United States federal agency, under the United States Department of Health and Human Services.  Its main goal is to protect public health and safety through the control and prevention of disease, injury, and disability in the US and internationally.   ","['Medical', 'Government']"
"[ORG] is a URL shortening service and a link management platform. The company Bitly, Inc. was established in 2008. It is privately held and based in New York City. Bitly shortens 600 million links per month,[4] for use in social networking, SMS, and email. Bitly makes money by charging for access to aggregate data created as a result of many people using the shortened URLs.   ",['Software']
"[ORG] is an American designer, manufacturer, and service provider of control systems and control system components (e.g. fuel pumps, engine controls, actuators, air valves, fuel nozzles, and electronics) for aircraft engines, industrial engines and turbines, power generation and mobile industrial equipment. The company also provides military devices and other equipment for defense.[1]   ","['Defense Manufacturer', 'Capital Goods']"
" The National Oceanic and Atmospheric Administration Commissioned Officer Corps (or ""NOAA?Corps""), one of the eight uniformed services of the United States, has the authority to issue various awards and commendations to its members. These include individual honor awards, unit honor awards, service awards, training ribbons and qualification insignia. NOAA Corps awards and decorations include:   ",['Government']
"    The history of the [ORG], Los Angeles traces back to the 19th century when the institution operated as a teachers' college. It grew in size and scope for nearly four decades on two Los Angeles campuses before California governor William D. Stephens signed a bill into law in 1919 to establish the Southern Branch of the [ORG].[1] As the university broke ground for its new Westwood campus in 1927 and dissatisfaction grew for the ""Southern Branch"" name, the UC Regents formally adopted the ""[ORG].C.L.A."" abbreviation that year.[2] The ""at"" was removed in 1958 and ""UCLA"" without periods became the preferred stylization under Chancellor Franklin D. Murphy in the 1960s. In the first century after its founding, UCLA established itself as a leading research university with global impact across arts and culture, education, health care, technology and more.   ",['Education']
"[ORG] is chosen by the Board of Regents of the [ORG], as provided for in the Constitution of the State of Michigan. Fifteen people—fourteen men and one woman—have held the office, in addition to several others who have held it in either an acting or interim capacity.   ",['Education']
"[ORG] is the main library building of the [ORG], San Diego. It is named in honor of Audrey and Theodor Seuss Geisel. Theodor is better known as children's author Dr. Seuss. The building's distinctive architecture, described as occupying ""a fascinating nexus between brutalism and futurism"",[1] has resulted in its being featured in the UC San Diego logo and becoming the most recognizable building on campus.",['Education']
"[ORG] is the first and is one of the few remaining independent Internet Service Providers (ISP) in Utah, United States, founded in late 1993 by Pete Ashdown.[1][2]  Starting in 2003, the company began providing free wireless internet in public libraries and some local businesses.  By the Summer of 2005, XMission worked out an agreement with Salt Lake City government to expand free wireless to many parts of downtown Salt Lake City, Utah.[3][4][5] XMission also provides streaming support for radio stations, including NPR affiliate KCPW-FM and independent radio station KRCL.   ",['ISP']
"[ORG] was created in 1968 by the Maine Legislature and consists of eight institutions, each with a distinct mission and regional character. Combined, there are approximately 33,000 students enrolled at these institutions. The UMS includes every institution with a name including [ORG], and the [ORG]. Public colleges in Maine that are not part of the UMS are the Maine Maritime Academy and the members of the Maine Community College System.   ",['Education']
"[ORG] is a Canadian wireless telephone company headquartered in Toronto, providing service nationally throughout Canada. It is a wholly owned subsidiary of Rogers Communications.[4] The company had revenues of just under $15.1 billion in 2018.[2] Rogers Wireless is the largest wireless carrier in Canada, with 13.7 million subscribers as of Q2 2023.[5]   ","['Media', 'ISP']"
"[ORG] is a public community college in Coeur d'Alene, Idaho.  It has an enrollment exceeding 6,000 and is situated at the north end of Lake Coeur d'Alene near downtown Coeur d'Alene, Idaho and Tubbs Hill, Coeur d'Alene, Idaho, at the east [ORG].[5] It is accredited by the Northwest Commission on Colleges and Universities but was placed on ""show cause"" status in early 2023 due to concerns about its board of trustees.   ",['Education']
"[ORG] is a public university in Ames, Iowa. The university has about 33,000 students. It was founded in 1858. The president of the university is Wendy Wintersteen. George Washington Carver was a student at Iowa State.   ",['Education']
"[ORG] is an American golf club. It hosts the Masters tournament annually on its own golf course, the Augusta National.",['Hotels & Food & Leisure']
"[ORG] is a United States Department of Energy national laboratory specializing in high-energy particle physics. Since 2007, Fermilab has been operated by the Fermi Research Alliance (FRA), a joint venture of the [ORG], and the Universities Research Association (URA); although in 2023, the Department of Energy (DOE) opened bidding for a new contractor due to concerns about the FRA performance.[2]  Fermilab is a part of the Illinois Technology and Research Corridor.   ",['Research']
"[ORG] is a public research university in Reykjavík, Iceland, and the country's oldest and largest institution of higher education. Founded in 1911, it has grown steadily from a small civil servants' school to a modern comprehensive university, providing instruction for about 14,000 students in twenty-five faculties. Teaching and research is conducted in social sciences, humanities, law, medicine, natural sciences, engineering and teacher education. It has a campus concentrated around Sueurgata street in central Reykjavík, with additional facilities located in nearby areas as well as in the countryside.   ",['Education']
"[ORG] is a British hotel group that was established in 1996 by hotelier Sir Rocco Forte and his sister, Olga Polizzi. The group owns and operates 14 hotels across Europe.[1] Sir Rocco Forte is Chairman and Chief Executive, while Olga Polizzi is Deputy Chairman and Director of Design.   ",['Hotels & Food & Leisure']
"[ORG] is a Nordic[8][9] financial services group operating in northern Europe with headquarters in Helsinki, Finland.[10] The name is a blend of the words ""Nordic"" and ""idea"".[11] The bank is the result of the successive mergers and acquisitions of the Finnish, Swedish, Danish, and Norwegian banks of Merita Bank, Nordbanken, Unidanmark, and Christiania Bank og Kreditkasse that took place between 1997 and 2001.[11] The Nordic countries are considered Nordea's home market, having finalised the sales of their Polish bank in 2014, Baltic operations in 2019[12] and completed the exit from Russia in early 2022 following a 2019 decision to close the business there.[13] Nordea is listed on Nasdaq Nordic exchanges in Helsinki, Copenhagen, and Stockholm and Nordea ADR is listed in the US.[12]   ",['Finance']
"[ORG] is a US-based company in the website builder sector, headquartered in New York City. It offers software as a service for the creation and hosting of websites. Users can create websites without prior knowledge using website templates and drag-and-drop elements.","['Internet Infrastructure', 'Software']"
"[ORG] is a worldwide insurance company. It was started in 1912. The head office is based in Boston, Massachusetts. It employs over 45,000 people in over 900 offices around the world.[1]   They are the third largest property and casualty insurer in the United States based on 2010 written premium.[1] Liberty Mutual rank 77th on the Fortune 100 list of largest corporations in the U.S. based on 2019 revenue. As of December 31, 2019, they had $43.2 billion in annual consolidated revenue.   ",['Finance']
"[ORG] is one of the two universities in Amsterdam. The other is the Vrije Universiteit Amsterdam (VU). The UvA is the university with the most students and the largest range of programs in the Netherlands. In 2022, the UvA was the highest-ranked Dutch university in the QS World University Rankings at position 55. A year later, the university was at position 58.",['Education']
"Small Luxury Hotels of The World (SLH) – a luxury organization that brings together small but prestigious hotels. The SLH collection includes around 480 hotels in 70 countries worldwide. In Poland, these are the following properties:",['Hotels & Food & Leisure']
"[ORG] is part of the National Institutes of Health (NIH), which is one of eleven agencies that are part of the U.S. Department of Health and Human Services. The NCI conducts and supports research, training, health information dissemination, and other activities related to the causes, prevention, diagnosis, and treatment of cancer; the supportive care of cancer patients and their families; and cancer survivorship.","['Medical', 'Research']"
"[ORG] is a company that specializes in software for search, analysis, and big data analytics, headquartered in San Francisco, California, United States.",['Software']
"[ORG] is a video game company of Belarusian origin based in Nicosia, Cyprus. Initially focused on turn-based strategy and real-time strategy games, Wargaming shifted to developing free online action games in 2009, including the team-based military-themed game World of Tanks.",['Media']
"[ORG] is the largest airline and flag carrier of Canada.[1] Founded in 1937 as Trans Canada Air Lines, it provides scheduled services to 195 destinations on six continents. Its largest hub is Toronto Pearson International Airport, followed by Montréal–Trudeau International Airport and Vancouver International Airport. Air Canada is the world's 10th largest passenger airline by fleet size, and the airline is a founding member of Star Alliance. In 2014, Air Canada together with its Air Canada Express regional partners carried over 38 million passengers. Between them, they operate on average more than 1,500 scheduled flights daily.[2][1]   ",['Transportation']
"[ORG] is an agency of the Dutch [ORG], Nature, and Food Quality. This agency was established on January 1, 2014, from a merger of the Regulations Service and the Agency NL. The RVO's task is to encourage entrepreneurs in sustainable, agricultural, innovative, and international entrepreneurship. Some examples of this include subsidies, patents, procurement knowledge, or damage settlement.",['Government']
"[ORG] is a French multinational commercial real estate company headquartered in Paris, France. Its history originates with the formation of two separate shopping centre operators, Unibail (founded in France in 1968) and Rodamco Europe (founded in the Netherlands in 1999), which merged in 2007 and became a societas Europaea in 2009. The [ORG] in June 2018.",['Real Estate']
"[ORG] is an American multinational information technology company headquartered in Troy, Michigan. It provides software and cloud solutions for simulation, IoT, high performance computing (HPC), data analytics, and artificial intelligence (AI). Altair Engineering is the creator of the HyperWorks CAE software product, among numerous other software packages and suites. The company was founded in 1985 and went public in 2017. It is traded on the Nasdaq stock exchange under the stock ticker symbol ALTR.[4]","['Software', 'IT Services']"
"[ORG] is a private liberal arts college in Poughkeepsie, New York, United States. Founded in 1861 by Matthew Vassar, it was the second degree-granting institution of higher education for women in the United States. The college became coeducational in 1969. The college offers BA degrees in more than fifty majors. Vassar College's varsity sports teams, known as the Brewers, play in the NCAA's Division III as members of the Liberty League. Currently, there are close to 2,500 students.    ",['Education']
"[ORG] was an American businessman, investor, and philanthropist. He was often referred to as the father of the modern analyst industry.[1] He is best known as the founder of Gartner, Inc. (formerly Gartner Group Inc.) a Stamford, Connecticut information technology (IT) research and advisory company.","['IT Services', 'Research']"
"[ORG] is a faith-based, non-profit health system comprising 7 hospitals with 1,168 beds, a cancer center, four satellite emergency departments and more than 200 patient access points of care, including 50 primary care offices located throughout northeast Florida and southeast Georgia. The headquarter is in Jacksonville, Florida.   ",['Medical']
"[ORG] is a public research university in Tucson, Arizona.   ",['Education']
The Georgia Board of Regents oversees the University System of Georgia as part of the state government of Georgia in the United States. The University System of Georgia is composed of all state public institutions of higher education in the state. The Board of Regents also preside over the Georgia Public Library Service.   ,['Government']
"[ORG] is a system of laboratories overseen by the United States Department of Energy (DOE) for scientific and technological research. The primary mission of the DOE national laboratories is to conduct research and development (R&D) addressing national priorities: energy and climate, the environment, national security, and health.[1] Sixteen of the seventeen DOE national laboratories are federally funded research and development centers administered, managed, operated and staffed by private-sector organizations under management and operating (M&O) contracts with the DOE.[2]  The National Laboratory system was established in the wake of World War II, during which the United States had quickly set-up and pursued advanced scientific research in the sprawling Manhattan Project.   ",['Research']
"[ORG] is an internationally active manufacturer of sensors for measuring level, limit level, and pressure in industrial manufacturing processes.",['Technological Hardware']
"[ORG] is a mail and telecommunications company based [ORG], which originated from Luxembourg's state-owned PTT agency founded in 1842, and was subsequently corporatised in 1992. It also sells financial services and holds a monopoly on issuing postage stamps in the Grand Duchy.[1]   ","['Transportation', 'ISP']"
"[ORG] is a Canadian telecommunications company that is the incumbent local exchange carrier (ILEC) and long-distance carrier in the territories of Yukon, the Northwest Territories, Nunavut, and part of Northern British Columbia. Originally established in 1979 by the Canadian National Railway from CN's northern telecommunications assets, it has been owned by BCE Inc. (formerly Bell Canada Enterprises) since 1988.   ",['ISP']
"[ORG] is an American telecommunications company.[6] Known as Citizens Utilities Company until 2000,[7] Citizens Communications Company until 2008,[8] [ORG] until 2020,[6] as a communications provider[9] with a fiber-optic network[10] and cloud-based services,[11]?Frontier offers broadband internet, digital television, and computer technical support to residential and business customers in 25 states.[12] In some areas it also offers home phone services.[13]   ","['Internet Infrastructure', 'ISP']"
[ORG] is an American intelligence official who served as acting Principal Executive in the Office of the Director of National Intelligence from October 2019 to February 2020. He previously served in the CIA as head of digital innovation.   ,['Government']
"[ORG] is a German public IT services provider owned by the German Federal [ORG]. The company has its roots in the HERKULES project launched in 2006, Germany's largest public–private partnership to date for modernizing the IT of the German Armed Forces.[2][3] BWI is today responsible for the operation, expansion and maintenance of a large part of the IT systems of the Federal [ORG].[4]   ","['Defense Manufacturer', 'IT Services']"
"[ORG] is the main business school of the [ORG], located in London, Ontario, Canada. It offers full-time undergraduate and graduate programs and maintains two teaching facilities in Toronto and Hong Kong for its EMBA and Executive Education programs.    ",['Education']
"KLM Royal Dutch Airlines (Dutch Koninklijke Luchtvaart Maatschappij, short KLM; German ""Royal Aviation Company"") is the national airline of the Netherlands and the oldest existing airline in the world. The airline, based in Amstelveen and operating from Amsterdam Schiphol Airport, is a member of the SkyTeam airline alliance and forms the parent company Air France-KLM together with Air France.",['Transportation']
"[ORG] is one of the internationally leading developers of multifunctional resorts based in Paradise, Nevada. The company owns, among other properties, The Palazzo as well as other hotel-casino resorts in the United States, China, Macau, and Singapore. The company is listed in 342nd place on the Fortune 500.",['Hotels & Food & Leisure']
" Oneok, Inc. (/?w?n?o?k/ WUN-oke[2]) [ORG] focused primarily on the natural gas industry, and headquartered in Tulsa, Oklahoma. The company is part of the Fortune 500 and S&P 500. [3] Oneok was founded in 1906 as Oklahoma Natural Gas Company, but it changed its corporate name to Oneok in December 1980. It also owns major natural gas liquids (NGL) systems due to the 2005 acquisition of Koch Industries natural gas businesses.",['Fossil Energy']
"[ORG] is an Australian-American financier who is the former chief executive officer and current executive chairman of Morgan Stanley.[2] Before becoming CEO, he was the co-president and co-head of strategic planning at the firm.[3][4]   ",['Finance']
"[ORG] is a community-owned electric utility serving Sacramento County and parts of Placer County.[3] It is one of the ten largest publicly owned utilities in the United States, generating the bulk of its power through natural gas (estimated 35.2% of production total in 2020) and large hydroelectric generation plants (29.1% in 2020). SMUD's green power (renewable) energy output was estimated as 33.8% in 2020.[4]   ",['Utilities']
"[ORG] is an American aerospace manufacturer and space transportation services company headquartered in Hawthorne, California. It is also a satellite internet access provider. Founded in 2002 by Elon Musk, its goal is to reduce space transportation costs to enable the colonization of Mars. SpaceX has developed several rockets, as well as the Dragon spacecraft and the Starlink satellites (which provide satellite internet access).","['Defense Manufacturer', 'Capital Goods']"
"The Consortium of University Services of Catalonia (Consorci de Serveis Universitaris de Catalunya, CSUC) is a public law entity that brings together most of the Catalan universities, both public and private, for the execution of joint actions. It was established in December 2013 with the merger of the previous Consortium Center for Scientific and Academic Services of Catalonia (CESCA) and the Consortium of University Libraries of Catalonia (CBUC) with the intention of improving efficiency in the management of Catalan universities through cooperation and coordination. It provides services to the member entities and other centers with similar characteristics. The general director of the CSUC is Montse Soler i Prat, a position she has held since July 27, 2021.",['Education']
[ORG] is a company from the automotive supplier industry based in Attendorn. It is considered a world market leader in the production of lightweight spring components.,['Automotive']
"[ORG] is a fabless LCD television manufacturer based in the United States. It was founded by William Wang, a graduate of the [ORG], who is also the CEO.",['Technological Hardware']
" [ORG] is the predominant state media company by means of radio and television broadcasting in the People's Republic of China. It was founded on 21 March 2018, as a fusion of all state-holding media enterprises including China Central Television[note 1], China National Radio, and China Radio International.[3] China Media Group is under the direct control of the Central Propaganda Department of the Chinese Communist Party.[4][5]   ",['Media']
"[ORG] is an American attorney, and former government official who served as the administrator of the Federal Emergency Management Agency (FEMA) from 2003 to 2005. He joined FEMA as general counsel in 2001 and became deputy director the same year. Appointed in January 2003 by President George W. Bush to lead FEMA, Brown resigned in September 2005 following his controversial handling of Hurricane Katrina. Brown currently hosts a radio talk show on 630 KHOW in Denver, Colorado.[1]   ",['Government']
[ORG] is a standard developed by the European Telecommunications Standards Institute (ETSI) to describe the protocols for second-generation (2G) digital cellular networks used by mobile devices such as mobile phones and tablets. GSM is also a trade mark owned by the GSM Association.[2] GSM may also refer to the Full Rate voice codec.[3]   ,['ISP']
"AVL List, full name Anstalt für Verbrennungskraftmaschinen (Institute for Combustion Engines) Prof. Dr. Hans List, [ORG] headquartered in Austria focused on the automotive industry, consulting services, and independent research. It is the largest private company dedicated to the development of powertrain systems for internal combustion engines (ICE), instruments and testing systems, and also develops electric powertrain systems.","['Automotive', 'Research']"
"[ORG] is an American engineering, procurement, and construction company, which was previously a subsidiary of Halliburton. After Halliburton acquired Dresser Industries in 1998, Dresser's engineering subsidiary, M.W. Kellogg Co., was merged with Halliburton's construction subsidiary, Brown & Root, to form Kellogg Brown & Root. KBR and its predecessor have received several contracts from the United States military, including during World War II, the Vietnam War, and the Iraq War. U.S. Congressman from the Democratic Party, Lyndon B. Johnson, who later became President of the United States, played an important role in awarding contracts from the government to Brown & Root as a form of payback for campaign funds provided by the company to him.",['Capital Goods']
"[ORG] is an American businessman and academic physician, who served as Chairman and CEO of Aetna Inc., a large health insurance company based in Connecticut, titles he retired from in February 2006.[1]   ","['Medical', 'Finance']"
"[ORG] was established in 1955 and is located primarily across two main campuses in Old Westbury and New York City, NY.[1]   ",['Education']
"    The history of the [ORG], Berkeley begins on October 13, 1849, with the adoption of the Constitution of California, which provided for the creation of a public university.  On Charter Day, March 23, 1868, the signing of the Organic Act established the [ORG], with the new institution inheriting the land and facilities of the private College of California and the federal funding eligibility of a public agricultural, mining, and mechanical arts college.   ",['Education']
"[ORG] is the parent company of the Volvo Group, which manufactures trucks, buses, construction equipment, marine and industrial drive systems. The group also offers financial services. Volvo has 103,985 employees with production in 18 countries and sales in about 190 markets. Volvo's stock is listed on the Stockholm Stock Exchange. In 1999, Volvo sold its car production Volvo Personvagnar to the American Ford Motor Company, which sold it further to the Chinese Geely in 2010. The headquarters of AB Volvo is located in Lundby on Hisingen in Gothenburg.","['Capital Goods', 'Automotive']"
"[ORG] is an operator of carrier- and data-center-neutral Internet Exchanges, with operations in Europe, North America, Africa, the Middle East, India and Southeast Asia. All DE-CIX activities and companies are brought together [ORG].[4]   ",['ISP']
" The 22nd AARP Movies for Grownups Awards, presented by AARP: The Magazine, honored films and television series released in 2022.[1][2][3] Created by and about people over the age of 50, the ceremony was held on January 28, 2023, at the Beverly Wilshire Hotel in Los Angeles and hosted by Alan Cumming for the third time; the event was broadcast on PBS' Great Performances on February 17, 2023.[4] This was also the first ceremony in four years to not present the Best Buddy Picture category. Nominations were announced on December 15, 2022, with The Fabelmans leading with six nominations.[5][6][7][8] Jamie Lee Curtis received the Career Achievement Award.[9][10][11]   ",['Media']
"[ORG] is a U.S. global designer, developer, manufacturer, and supplier of a wide range of infrastructure software and semiconductor products. Broadcom's product offerings serve the data center, networking, software, broadband, wireless, storage, and industrial markets.","['Technological Hardware', 'Software']"
"[ORG] is a global chemical and electrical materials manufacturer based in Maplewood, Minnesota, USA, near St. Paul. The company was previously known as Minnesota Mining & Manufacturing Co. until 2002, but it later changed its name to ""3M Company,"" using the abbreviation 3M.","['Medical', 'Technological Hardware', 'Fundamental Materials']"
"[ORG] is an independent agency of the United States government. It was created by the United States Congress (Communications Act of 1934) to regulate communications. This includes radio, television, wire, satellite, and cable in all 50 states, the District of Columbia and U.S. territories. While it is an independent agency, the FCC does report to Congress.[1] The FCC took over wire communication regulation from the Interstate Commerce Commission in 1934.",['Government']
"[ORG] is a private American supplier of hardware, tools, raw materials, industrial materials, and maintenance equipment. The company was founded in 1901 and is based in Elmhurst, Illinois, with distribution centers in Robbinsville, New Jersey; Santa Fe Springs, California; Douglasville, Georgia and Aurora, Ohio.[2][3]   ",['Retail & Distribution']
"[ORG] is an apartment listing websites in the United States. MyNewPlace is headquartered in San Francisco in the SoMa neighborhood, but is owned by RealPage based out of Carrollton, Texas.",['Real Estate']
"[ORG] is the parent company and the highest consolidation level of the Weisenburger Group (spelled with a lowercase 'w'), a third-generation owner-managed and internationally operating corporate group that is active in the fields of construction, project development, and start-ups. The group originated from a construction company founded in 1955 in Rastatt. Since the end of 2020, the headquarters is located in Karlsruhe. Weisenburger is engaged in townhouse and multi-family housing construction, as well as the construction of hotels, nursing facilities, and mixed-use properties. The group employs over 650 staff. Offices and locations are situated in Karlsruhe, Berlin, Darmstadt, Düsseldorf, Frankfurt am Main, Freiburg im Breisgau, Heidelberg, Heilbronn, Leonberg, Nuremberg, Rottweil, Stuttgart, and Ulm.","['Real Estate', 'Capital Goods']"
"[ORG] is a real estate investment trust based in Las Vegas, Nevada, that invests in single-family rental homes. As of December 31, 2019, the company owned 52,552 homes in 22 states. Its largest concentrations are in Atlanta (9.3% of total homes), Dallas-Fort Worth (8.4% of total homes), and Charlotte, North Carolina (7.2% of total homes).[1]",['Real Estate']
"[ORG] is a global public recursive DNS resolver that aims to protect users from malware and phishing. Quad9 is operated by the Quad9 Foundation, a Swiss public-benefit, not-for-profit foundation with the purpose of improving the privacy and cybersecurity of Internet users, headquartered in Zürich.[1] Quad9 is entirely subject to Swiss privacy law, and the Swiss government extends that protection of the law to Quad9's users throughout the world, regardless of citizenship or country of residence.[2]",['Cybersecurity']
"[ORG] is a German campus university founded in 1969 in North Rhine-Westphalia and the largest research institution in the Ostwestfalen-Lippe region. It is also the northernmost university in North Rhine-Westphalia. According to the international Times Higher Education ranking 2021, Bielefeld University ranks 158th among the world's best universities.","['Education', 'Research']"
" American National Insurance Company (ANICO) [ORG] based in Galveston, Texas. The company and its subsidiaries operate in all 50 U.S. states and Puerto Rico.   ",['Finance']
"[ORG] is a full service middle market investment bank headquartered in Boston, Massachusetts. The firm was founded in 2001, at that time a wholly owned subsidiary of Arthur Andersen. In 2002 [ORG] the group as Capstone Partners. [1][2][3]  Having completed eight transactions over the past 20 years, including the acquisition of Denver, CO-based investment bank Headwaters MB,[4] the firm now has over 175 employees across multiple offices in the United States with a particular focus on serving the full business lifecycle needs of business owners, investors and creditors in the middle market. On June 16, 2022, [ORG] (Nasdaq: HBAN).[5]   ",['Finance']
"[ORG] is a British defense, information security, and aerospace company that was established in 1999. Its headquarters is located in Farnborough, Hampshire, at the former British Aerospace headquarters, but its registered office is in the City of Westminster, London.",['Defense Manufacturer']
"[ORG] is the oldest and largest Dutch public technical university, located in Delft, Netherlands. As of 2022[update], it is ranked by QS World University Rankings among the top 10 Engineering and Technology universities in the world.[6] In 2023, it was ranked 2nd in the world in civil engineering, 3rd in the world in mechanical and aerospace engineering, and 3rd in the world in architecture.[7]   ",['Education']
"[ORG] is an [ORG], the world's largest cruise operator. From 1979 until 2013, he was also the company's chief executive officer. Arison is also the owner of the NBA's Miami Heat, which under his ownership has won three NBA Championships.[1]   ",['Transportation']
"[ORG]  is an American telecommunications company with headquarters in Madison, Wisconsin. It is a wholly owned subsidiary of Telephone and Data Systems Inc, and is the seventh-largest local exchange carrier in the U.S.[1] TDS Telecom offers telephone, broadband Internet and television services to customers in 30 states and more than 900 rural and suburban communities, though it also serves some urban metropolitan communities.[1] It also sells businesses communications services, including VoIP (managed IP hosted) phone service, dedicated broadband Internet and hosted-managed services. With headquarters in Madison, [ORG], and BendBroadband, and TDS Metrocom, LLC. Combined, the company employs nearly 3,300 people.[1]  In 2019, TDS Telecom and parent company TDS Inc. celebrated 50 years in business.   ","['Internet Infrastructure', 'ISP']"
"[ORG] is an Italian telecommunications company. It was established in 2016 as a joint venture between CK Hutchison Holdings and VimpelCom following the merger of Wind Telecomunicazioni S.p.A. into H3G S.p.A. It provides mobile, fixed-line, and Internet services.",['ISP']
"[ORG] is a privately owned company in the moving and storage industry headquartered in Evansville, Indiana. Founded in 1948, Atlas is the 11th largest private company in the state.[1] Atlas World Group is the parent and holding company of Atlas Van Lines, Inc., and eight other subsidiary companies that offer transportation, storage, and related relocation services on a global scale through its network of agents and service partners. Service areas include consumer relocation, corporate relocation, government and military services, international relocation, and logistics.   ",['Transportation']
"[ORG] is a business application development [ORG] (PSC). Typically classified as a fourth-generation programming language, it uses an English-like syntax to simplify software development.[1] The language was called PROGRESS or Progress 4GL up until version 9, but in 2006 PSC changed the name to OpenEdge Advanced Business Language (OpenEdge ABL) in order to overcome a presumed industry perception that 4GLs were less capable than other languages.[2] A subset of the language, called SpeedScript, is used in the development of web applications.[3]   ",['Software']
"[ORG] is a diesel engine manufacturer and the Cummins US distributor for the [ORG] of complementary business units that design, manufacture, distribute and service engines and related technologies, including fuel systems, controls, air handling, filtration, emission solutions and electrical power generation systems. Headquartered in Columbus, Indiana, (US) Cummins serves customers in approximately 190 countries and territories through a network of more than 500 company-owned and independent distributor locations and approximately 5,200 dealer locations.",['Capital Goods']
"[ORG] is one of the largest general contractors and construction managers in the United States, ranked consistently among ENR's (Engineering News-Record) top 20 Contractors by revenue.[2] Founded in 1937 as a small, local builder in Greeley, Colorado, Hensel Phelps has become a multibillion-dollar, employee owned national contractor with an eclectic portfolio of completed projects. Hensel Phelps currently has 11 district offices across the country, as well as additional regional offices.[3][4]",['Capital Goods']
"[ORG] is a Filipino media company based in Quezon City, Metro Manila, Philippines. It is the largest radio broadcaster, entertainment television production, program syndication provider and media conglomerate in the Philippines. [ORG] which is owned by the López family ABS-CBN was formed by the merger of Alto Broadcasting System (ABS) and Chronicle Broadcasting Network (CBN).   ",['Media']
"[ORG] is a Polish airline headquartered in Warsaw.[2] Formerly called Ryanair Sun,[3] it is a subsidiary of the Irish airline company Ryanair Holdings and a sister airline to Ryanair DACTooltip Designated activity company, Ryanair UK, Malta Air and Lauda Europe.   ",['Transportation']
"[ORG] is a quasi-private agency created by the New Jersey Legislature in 1991 to manage transportation-related services in the six southern New Jersey counties: Atlantic, Camden, Cape May, Cumberland, Gloucester, and Salem.   ","['Transportation', 'Government']"
"[ORG] is the president and chief executive officer of Norfolk Southern, a Class I railroad operating freight trains in the United States. He has held the CEO position since May 1, 2022.[1][2]   ",['Transportation']
"[ORG] is a Japanese construction and engineering company. It is listed on the Tokyo Stock Exchange Prime Market and is one of the constituents of the Nikkei Stock Average. The company name is derived from its original name ""Nihon Kihatsuyu Co., Ltd.,"" and JGC stands for Japan Gasoline Company. On October 1, 2019, it changed its name from ""Nikki Co., Ltd."" and became the holding company of the JGC Group.",['Capital Goods']
"[ORG] is an American business and financial services company. It is the holding company for Moody's Ratings (previously known as Moody's Investors Service), an American credit rating agency, and Moody's (previously known as Moody's Analytics), an American provider of financial analysis software and services.   ",['Finance']
" ExxonMobil, [ORG] presently based out of Texas, has had one of the longest histories of any company in its industry. A direct descendant of John D. Rockefeller's Standard Oil, the company traces its roots as far back as 1886 to the founding of the Vacuum Oil Company, which would become part of ExxonMobil through its own merger with Mobil during the 1930s. The present name of the company comes from a 1999 merger of Standard Oil's New Jersey and New York successors, which adopted the names Exxon and Mobil respectively throughout the middle of the 20th century. Because of Standard Oil of New Jersey's ownership over all Standard Oil assets at the time of the 1911 breakup, ExxonMobil is seen by some as the definitive continuation of Standard Oil today.[1]",['Fossil Energy']
"[ORG] is an American hospitality company established in 2018 with headquarters in Denver, Colorado. It is privately owned by KSL Capital Partners and Henry Crown and Company, the owners of Aspen/Snowmass. It is a conglomerate of several ski resorts that offers a combined season pass.[1]",['Hotels & Food & Leisure']
"[ORG] is the document that describes the structure and function of the government of the U.S. State of Washington. The constitution was adopted as part of Washington Territory's path to statehood in 1889. An earlier constitution was drafted and ratified in 1878, but it was never officially adopted.   ",['Government']
"[ORG] is a company with indoor ski slopes on the Wilhelminaberg in Landgraaf in the Dutch province of Limburg. It is operated by SnowWorld Leisure NV. In addition to the location in Landgraaf, this company has locations in Zoetermeer, Amsterdam, Rucphen, Terneuzen, Amnéville, and Antwerp. Until 2020, SnowWorld Landgraaf was the largest ski hall in the world with nearly 35,000 m2 of snow, but in January, SN opened in Norway with 36,000 m2 of snow.",['Hotels & Food & Leisure']
"[ORG] is a timeline of Monsanto, a publicly [ORG] headquartered in Creve Coeur, Greater St. Louis, Missouri.   ",['Fundamental Materials']
